bank_id,gl_id,bank_description,gl_description,confidence,matched_rules,match_type,bank_amount,gl_amount,amount_difference,bank_date,gl_date,date_difference_days,time_anomaly_6_months,normalized_bank_vendor,normalized_gl_vendor
BANK000136,GL000019,Payment to Cloud Services,GL Entry: TS Inc,54.7,"[""amount_only_match""]",amount_only,48239.57,48194.27,45.3,2024-02-25 00:00:00,2024-09-06 00:00:00,194,,,
BANK000137,GL000058,Payment to Audit Solutions,GL Entry: GLOBAL SERV,98.76,"[""amount_only_match""]",amount_only,15666.67,15665.43,1.24,2024-12-12 00:00:00,2024-06-29 00:00:00,166,,,
BANK000138,GL000035,Payment to Software House,GL Entry: SMITH CO,27.63,"[""amount_only_match""]",amount_only,3892.22,3964.59,72.37,2024-12-19 00:00:00,2024-01-11 00:00:00,343,,,
BANK000139,GL000877,Payment to Business Tools,GL Entry: TECH SOL,0.58,"[""amount_only_match""]",amount_only,42529.63,42430.21,99.42,2024-11-03 00:00:00,2024-09-28 00:00:00,36,,,
BANK000140,GL000920,Payment to Data Systems,GL Entry: Global Services,12.03,"[""amount_only_match""]",amount_only,39153.5,39065.53,87.97,2024-06-26 00:00:00,2024-02-17 00:00:00,130,,,
BANK000141,GL000106,Payment to Finance Partners,GL Entry: Global Svcs,30.72,"[""amount_only_match""]",amount_only,3540.94,3471.66,69.28,2024-11-27 00:00:00,2024-03-13 00:00:00,259,,,
BANK000142,GL000206,Payment to XYZ Corp,GL Entry: Tech Solutions,90.32,"[""amount_only_match""]",amount_only,21060.93,21051.25,9.68,2024-09-07 00:00:00,2024-02-18 00:00:00,202,,,
BANK000143,GL000357,Payment to Digital Agency,GL Entry: Smith Co.,18.21,"[""amount_only_match""]",amount_only,31815.7,31733.91,81.79,2024-08-23 00:00:00,2024-01-07 00:00:00,229,,,
BANK000144,GL000176,Payment to Tech Solutions,GL Entry: ABC Inc,38.53,"[""amount_only_match""]",amount_only,36716.39,36654.92,61.47,2024-11-29 00:00:00,2024-11-08 00:00:00,21,,,
BANK000145,GL000365,Payment to Audit Solutions,GL Entry: Global Svcs,87.53,"[""amount_only_match""]",amount_only,38754.61,38742.14,12.47,2024-08-26 00:00:00,2024-08-26 00:00:00,0,,,
BANK000146,GL000287,Payment to XYZ Corp,GL Entry: ABC INC,53.46,"[""amount_only_match""]",amount_only,13492.94,13539.48,46.54,2024-05-05 00:00:00,2024-01-28 00:00:00,98,,,
BANK000147,GL000760,Payment to Cloud Services,GL Entry: Smith & Co,68.26,"[""amount_only_match""]",amount_only,12268.79,12237.05,31.74,2024-08-25 00:00:00,2024-08-01 00:00:00,24,,,
BANK000149,GL000147,Payment to Finance Partners,GL Entry: Smith Co.,16.37,"[""amount_only_match""]",amount_only,17805.77,17889.4,83.63,2024-05-12 00:00:00,2024-11-15 00:00:00,187,,,
BANK000150,GL000201,Payment to Data Systems,GL Entry: TS Inc,82.69,"[""amount_only_match""]",amount_only,35089.07,35071.76,17.31,2024-05-21 00:00:00,2024-09-18 00:00:00,120,,,
BANK000151,GL000714,Payment to Global Services,GL Entry: X Y Z Corp,84.28,"[""amount_only_match""]",amount_only,47408.32,47392.6,15.72,2024-02-13 00:00:00,2024-10-13 00:00:00,243,,,
BANK000152,GL000431,Payment to Digital Agency,GL Entry: ABC Inc,84.54,"[""amount_only_match""]",amount_only,27803.29,27818.75,15.46,2024-05-03 00:00:00,2024-03-13 00:00:00,51,,,
BANK000153,GL000398,Payment to XYZ Corp,GL Entry: XYZ CORP,12.27,"[""amount_only_match""]",amount_only,22463.91,22376.18,87.73,2024-01-09 00:00:00,2024-01-22 00:00:00,13,,,
BANK000154,GL000724,Payment to Software House,GL Entry: Tech Solutions,94.91,"[""amount_only_match""]",amount_only,34620.18,34625.27,5.09,2024-06-05 00:00:00,2024-10-31 00:00:00,148,,,
BANK000155,GL000597,Payment to Audit Solutions,GL Entry: Smith & Co,33.12,"[""amount_only_match""]",amount_only,27718.3,27651.42,66.88,2024-06-25 00:00:00,2024-06-24 00:00:00,1,,,
BANK000156,GL000194,Payment to Consulting Group,GL Entry: Smith & Co,5.97,"[""amount_only_match""]",amount_only,16606.49,16700.52,94.03,2024-12-25 00:00:00,2024-01-29 00:00:00,331,,,
BANK000157,GL000313,Payment to Finance Partners,GL Entry: ABC INC,80.37,"[""amount_only_match""]",amount_only,11603.85,11623.48,19.63,2024-04-08 00:00:00,2024-05-11 00:00:00,33,,,
BANK000158,GL000043,Payment to Smith & Co,GL Entry: TECH SOLUTIONS,70.77,"[""amount_only_match""]",amount_only,47548.79,47578.02,29.23,2024-12-19 00:00:00,2024-12-27 00:00:00,8,,,
BANK000159,GL000384,Payment to Business Tools,GL Entry: TS Inc,10.86,"[""amount_only_match""]",amount_only,13897.33,13808.19,89.14,2024-10-28 00:00:00,2024-08-16 00:00:00,73,,,
BANK000160,GL000013,Payment to Tech Solutions,GL Entry: GLOBAL SERV,80.81,"[""amount_only_match""]",amount_only,49027.48,49008.29,19.19,2024-04-09 00:00:00,2024-07-18 00:00:00,100,,,
BANK000161,GL000040,Payment to Data Systems,GL Entry: ABC INCORPORATED,79.77,"[""amount_only_match""]",amount_only,15183.15,15203.38,20.23,2024-12-28 00:00:00,2024-06-09 00:00:00,202,,,
BANK000162,GL000103,Payment to Tech Solutions,GL Entry: TECH SOLUTIONS,8.73,"[""amount_only_match""]",amount_only,48717.32,48808.59,91.27,2024-10-10 00:00:00,2024-02-27 00:00:00,226,,,
BANK000163,GL000545,Payment to XYZ Corp,GL Entry: Global Svcs,23.12,"[""amount_only_match""]",amount_only,31929.7,31852.82,76.88,2024-09-08 00:00:00,2024-04-25 00:00:00,136,,,
BANK000164,GL000063,Payment to Consulting Group,GL Entry: TS Inc,49.53,"[""amount_only_match""]",amount_only,14288.53,14339.0,50.47,2024-09-02 00:00:00,2024-11-23 00:00:00,82,,,
BANK000165,GL000097,Payment to XYZ Corp,GL Entry: Smith & Co,5.89,"[""amount_only_match""]",amount_only,12698.67,12604.56,94.11,2024-09-01 00:00:00,2024-11-16 00:00:00,76,,,
BANK000166,GL000252,Payment to Software House,GL Entry: Global Services,48.56,"[""amount_only_match""]",amount_only,24638.15,24689.59,51.44,2024-10-22 00:00:00,2024-08-11 00:00:00,72,,,
BANK000167,GL000333,Payment to Tech Solutions,GL Entry: ABC INCORPORATED,50.48,"[""amount_only_match""]",amount_only,7544.96,7594.48,49.52,2024-10-15 00:00:00,2024-08-14 00:00:00,62,,,
BANK000168,GL000070,Payment to Business Tools,GL Entry: Global Svcs,73.49,"[""amount_only_match""]",amount_only,12484.73,12511.24,26.51,2024-10-12 00:00:00,2024-11-08 00:00:00,27,,,
BANK000169,GL000061,Payment to Business Tools,GL Entry: SMITH CO,16.46,"[""amount_only_match""]",amount_only,39557.97,39474.43,83.54,2024-04-25 00:00:00,2024-07-30 00:00:00,96,,,
BANK000170,GL000143,Payment to Cloud Services,GL Entry: ABC INC,69.87,"[""amount_only_match""]",amount_only,45434.37,45464.5,30.13,2024-06-01 00:00:00,2024-10-09 00:00:00,130,,,
BANK000171,GL000041,Payment to Cloud Services,GL Entry: TECH SOL,35.77,"[""amount_only_match""]",amount_only,28474.61,28538.84,64.23,2024-01-31 00:00:00,2024-02-26 00:00:00,26,,,
BANK000173,GL000082,Payment to Smith & Co,GL Entry: X Y Z Corp,97.88,"[""amount_only_match""]",amount_only,4151.25,4153.37,2.12,2024-05-02 00:00:00,2024-02-07 00:00:00,85,,,
BANK000174,GL001154,Payment to Digital Agency,GL Entry: TECH SOL,97.55,"[""amount_only_match""]",amount_only,233.52,231.07,2.45,2024-08-18 00:00:00,2024-05-06 00:00:00,104,,,
BANK000175,GL000011,Payment to Digital Agency,GL Entry: TS Inc,61.62,"[""amount_only_match""]",amount_only,1728.73,1767.11,38.38,2024-05-27 00:00:00,2024-12-10 00:00:00,197,,,
BANK000176,GL000032,Payment to Tech Solutions,GL Entry: XYZ Corp,47.86,"[""amount_only_match""]",amount_only,3651.87,3704.01,52.14,2024-04-29 00:00:00,2024-12-08 00:00:00,223,,,
BANK000177,GL000095,Payment to Audit Solutions,GL Entry: ABC INC,37.6,"[""amount_only_match""]",amount_only,29530.5,29592.9,62.4,2024-04-11 00:00:00,2024-06-10 00:00:00,60,,,
BANK000178,GL000244,Payment to Smith & Co,GL Entry: Tech Solutions,60.81,"[""amount_only_match""]",amount_only,32416.97,32377.78,39.19,2024-05-16 00:00:00,2024-05-23 00:00:00,7,,,
BANK000179,GL000148,Payment to Cloud Services,GL Entry: XYZ CORP.,31.86,"[""amount_only_match""]",amount_only,8379.55,8311.41,68.14,2024-06-06 00:00:00,2024-08-30 00:00:00,85,,,
BANK000180,GL000945,Payment to XYZ Corp,GL Entry: Tech Solutions,15.37,"[""amount_only_match""]",amount_only,46067.51,46152.14,84.63,2024-08-12 00:00:00,2024-09-10 00:00:00,29,,,
BANK000181,GL000782,Payment to Data Systems,GL Entry: ABC Inc,12.55,"[""amount_only_match""]",amount_only,35016.71,35104.16,87.45,2024-05-19 00:00:00,2024-12-30 00:00:00,225,,,
BANK000182,GL000105,Payment to Audit Solutions,GL Entry: GLOBAL SERVICES INC,92.47,"[""amount_only_match""]",amount_only,4114.05,4121.58,7.53,2024-01-21 00:00:00,2024-11-16 00:00:00,300,,,
BANK000183,GL000247,Payment to Global Services,GL Entry: ABC Inc.,82.43,"[""amount_only_match""]",amount_only,12593.36,12575.79,17.57,2024-02-16 00:00:00,2024-11-01 00:00:00,259,,,
BANK000184,GL000241,Payment to Business Tools,GL Entry: SMITH AND CO,54.81,"[""amount_only_match""]",amount_only,29397.43,29352.24,45.19,2024-01-11 00:00:00,2024-10-28 00:00:00,291,,,
BANK000185,GL000491,Payment to Consulting Group,GL Entry: ABC INCORPORATED,97.79,"[""amount_only_match""]",amount_only,28854.72,28852.51,2.21,2024-03-30 00:00:00,2024-12-06 00:00:00,251,,,
BANK000186,GL000090,Payment to Cloud Services,GL Entry: Smith & Co,50.3,"[""amount_only_match""]",amount_only,45812.03,45762.33,49.7,2024-04-02 00:00:00,2024-07-23 00:00:00,112,,,
BANK000187,GL000175,Payment to Finance Partners,GL Entry: SMITH CO,32.12,"[""amount_only_match""]",amount_only,48455.86,48523.74,67.88,2024-08-28 00:00:00,2024-10-26 00:00:00,59,,,
BANK000188,GL000349,Payment to Finance Partners,GL Entry: XYZ Corporation,24.7,"[""amount_only_match""]",amount_only,33539.66,33614.96,75.3,2024-03-23 00:00:00,2024-07-16 00:00:00,115,,,
BANK000189,GL000151,Payment to Business Tools,GL Entry: Global Services Inc,62.44,"[""amount_only_match""]",amount_only,14482.07,14519.63,37.56,2024-07-24 00:00:00,2024-03-06 00:00:00,140,,,
BANK000190,GL000145,Payment to Finance Partners,GL Entry: SMITH AND CO,15.94,"[""amount_only_match""]",amount_only,4494.18,4578.24,84.06,2024-05-09 00:00:00,2024-07-21 00:00:00,73,,,
BANK000191,GL000048,Payment to Software House,GL Entry: Tech Solutions LLC,96.73,"[""amount_only_match""]",amount_only,43259.04,43262.31,3.27,2024-01-01 00:00:00,2024-02-17 00:00:00,47,,,
BANK000192,GL000008,Payment to Data Systems,GL Entry: ABC INCORPORATED,16.33,"[""amount_only_match""]",amount_only,20721.05,20804.72,83.67,2024-04-06 00:00:00,2024-07-02 00:00:00,87,,,
BANK000193,GL000033,Payment to Global Services,GL Entry: Global Svcs,88.28,"[""amount_only_match""]",amount_only,31307.9,31296.18,11.72,2024-01-27 00:00:00,2024-10-20 00:00:00,267,,,
BANK000194,GL000099,Payment to Digital Agency,GL Entry: Global Services,32.39,"[""amount_only_match""]",amount_only,46390.87,46323.26,67.61,2024-08-12 00:00:00,2024-02-20 00:00:00,174,,,
BANK000195,GL000766,Payment to Business Tools,GL Entry: XYZ CORP,7.44,"[""amount_only_match""]",amount_only,48660.03,48567.47,92.56,2024-11-07 00:00:00,2024-06-16 00:00:00,144,,,
BANK000196,GL000098,Payment to Data Systems,GL Entry: Tech Solutions,59.24,"[""amount_only_match""]",amount_only,15606.43,15565.67,40.76,2024-01-08 00:00:00,2024-04-30 00:00:00,113,,,
BANK000197,GL000023,Payment to Consulting Group,GL Entry: Global Services,16.61,"[""amount_only_match""]",amount_only,49613.63,49530.24,83.39,2024-02-28 00:00:00,2024-04-17 00:00:00,49,,,
BANK000198,GL000117,Payment to Digital Agency,GL Entry: Global Services,55.94,"[""amount_only_match""]",amount_only,41623.94,41579.88,44.06,2024-09-12 00:00:00,2024-06-17 00:00:00,87,,,
BANK000199,GL000132,Payment to Consulting Group,GL Entry: Global Svcs,69.2,"[""amount_only_match""]",amount_only,20832.97,20802.17,30.8,2024-09-04 00:00:00,2024-04-25 00:00:00,132,,,
BANK000200,GL000629,Payment to Cloud Services,GL Entry: Smith Co.,19.17,"[""amount_only_match""]",amount_only,7317.63,7398.46,80.83,2024-04-07 00:00:00,2024-08-04 00:00:00,119,,,
BANK000201,GL000204,Payment to Business Tools,GL Entry: Smith Co.,20.58,"[""amount_only_match""]",amount_only,43214.94,43294.36,79.42,2024-05-21 00:00:00,2024-07-12 00:00:00,52,,,
BANK000202,GL000417,Payment to Tech Solutions,GL Entry: Global Services,17.78,"[""amount_only_match""]",amount_only,17059.77,17141.99,82.22,2024-09-16 00:00:00,2024-03-12 00:00:00,188,,,
BANK000203,GL000647,Payment to Cloud Services,GL Entry: XYZ CORP.,48.3,"[""amount_only_match""]",amount_only,36329.94,36381.64,51.7,2024-10-27 00:00:00,2024-07-31 00:00:00,88,,,
BANK000204,GL000085,Payment to Data Systems,GL Entry: Smith & Co,24.72,"[""amount_only_match""]",amount_only,43276.5,43351.78,75.28,2024-08-16 00:00:00,2024-10-18 00:00:00,63,,,
BANK000205,GL000608,Payment to Audit Solutions,GL Entry: SMITH AND CO,1.01,"[""amount_only_match""]",amount_only,27640.68,27541.69,98.99,2024-10-05 00:00:00,2024-03-20 00:00:00,199,,,
BANK000206,GL000341,Payment to Global Services,GL Entry: XYZ Corp,65.26,"[""amount_only_match""]",amount_only,43493.12,43458.38,34.74,2024-12-23 00:00:00,2024-11-26 00:00:00,27,,,
BANK000207,GL000261,Payment to ABC Inc,GL Entry: Global Services Inc,13.72,"[""amount_only_match""]",amount_only,42815.05,42901.33,86.28,2024-07-29 00:00:00,2024-06-24 00:00:00,35,,,
BANK000208,GL000309,Payment to Audit Solutions,GL Entry: XYZ Corp,27.97,"[""amount_only_match""]",amount_only,35290.87,35362.9,72.03,2024-07-14 00:00:00,2024-02-09 00:00:00,156,,,
BANK000209,GL000177,Payment to ABC Inc,GL Entry: XYZ Corporation,93.63,"[""amount_only_match""]",amount_only,49042.83,49036.46,6.37,2024-09-10 00:00:00,2024-03-31 00:00:00,163,,,
BANK000210,GL000702,Payment to Consulting Group,GL Entry: GLOBAL SERVICES INC,78.4,"[""amount_only_match""]",amount_only,16666.54,16644.94,21.6,2024-02-21 00:00:00,2024-06-27 00:00:00,127,,,
BANK000211,GL000295,Payment to Digital Agency,GL Entry: ABC INCORPORATED,5.07,"[""amount_only_match""]",amount_only,45531.04,45436.11,94.93,2024-01-08 00:00:00,2024-05-06 00:00:00,119,,,
BANK000212,GL000410,Payment to Consulting Group,GL Entry: Tech Solutions,14.9,"[""amount_only_match""]",amount_only,48500.84,48415.74,85.1,2024-02-08 00:00:00,2024-01-20 00:00:00,19,,,
BANK000213,GL001142,Payment to Audit Solutions,GL Entry: Smith Co.,9.59,"[""amount_only_match""]",amount_only,16994.21,17084.62,90.41,2024-12-20 00:00:00,2024-10-10 00:00:00,71,,,
BANK000214,GL000371,Payment to Audit Solutions,GL Entry: Smith & Co,60.88,"[""amount_only_match""]",amount_only,42631.83,42670.95,39.12,2024-09-30 00:00:00,2024-12-30 00:00:00,91,,,
BANK000215,GL000507,Payment to Data Systems,GL Entry: Global Services,16.5,"[""amount_only_match""]",amount_only,35964.0,35880.5,83.5,2024-09-06 00:00:00,2024-01-04 00:00:00,246,,,
BANK000216,GL000174,Payment to Software House,GL Entry: XYZ CORP.,79.77,"[""amount_only_match""]",amount_only,3514.2,3493.97,20.23,2024-11-19 00:00:00,2024-11-06 00:00:00,13,,,
BANK000217,GL000047,Payment to XYZ Corp,GL Entry: ABC Inc,51.53,"[""amount_only_match""]",amount_only,37363.64,37315.17,48.47,2024-08-10 00:00:00,2024-12-01 00:00:00,113,,,
BANK000218,GL000753,Payment to Tech Solutions,GL Entry: ABC Inc.,90.27,"[""amount_only_match""]",amount_only,22239.56,22229.83,9.73,2024-12-21 00:00:00,2024-05-23 00:00:00,212,,,
BANK000219,GL000598,Payment to Tech Solutions,GL Entry: X Y Z Corp,9.71,"[""amount_only_match""]",amount_only,16286.3,16376.59,90.29,2024-01-29 00:00:00,2024-11-09 00:00:00,285,,,
BANK000220,GL000815,Payment to Audit Solutions,GL Entry: ABC Inc.,30.61,"[""amount_only_match""]",amount_only,7363.93,7294.54,69.39,2024-09-28 00:00:00,2024-02-08 00:00:00,233,,,
BANK000221,GL000277,Payment to Cloud Services,GL Entry: GLOBAL SERV,97.86,"[""amount_only_match""]",amount_only,8582.18,8584.32,2.14,2024-02-10 00:00:00,2024-01-17 00:00:00,24,,,
BANK000222,GL000400,Payment to Cloud Services,GL Entry: XYZ Corp,45.52,"[""amount_only_match""]",amount_only,34188.42,34133.94,54.48,2024-09-11 00:00:00,2024-01-13 00:00:00,242,,,
BANK000223,GL000814,Payment to Tech Solutions,GL Entry: XYZ Corp,68.95,"[""amount_only_match""]",amount_only,31931.44,31900.39,31.05,2024-08-23 00:00:00,2024-06-07 00:00:00,77,,,
BANK000224,GL000445,Payment to Data Systems,GL Entry: Global Services Inc,52.14,"[""amount_only_match""]",amount_only,45070.35,45022.49,47.86,2024-12-12 00:00:00,2024-06-12 00:00:00,183,,,
BANK000225,GL000223,Payment to Tech Solutions,GL Entry: Global Services Inc,81.85,"[""amount_only_match""]",amount_only,47267.26,47249.11,18.15,2024-10-27 00:00:00,2024-01-05 00:00:00,296,,,
BANK000226,GL001101,Payment to Tech Solutions,GL Entry: Global Services Inc,93.31,"[""amount_only_match""]",amount_only,34546.64,34539.95,6.69,2024-08-21 00:00:00,2024-01-14 00:00:00,220,,,
BANK000227,GL000382,Payment to Global Services,GL Entry: GLOBAL SERV,17.22,"[""amount_only_match""]",amount_only,42681.44,42764.22,82.78,2024-02-24 00:00:00,2024-09-10 00:00:00,199,,,
BANK000228,GL001128,Payment to Tech Solutions,GL Entry: XYZ Corp,69.33,"[""amount_only_match""]",amount_only,28783.12,28813.79,30.67,2024-12-24 00:00:00,2024-02-23 00:00:00,305,,,
BANK000229,GL000160,Payment to Tech Solutions,GL Entry: Global Services Inc,57.41,"[""amount_only_match""]",amount_only,41518.87,41561.46,42.59,2024-07-21 00:00:00,2024-07-24 00:00:00,3,,,
BANK000230,GL000272,Payment to Cloud Services,GL Entry: GLOBAL SERVICES INC,45.66,"[""amount_only_match""]",amount_only,43266.86,43212.52,54.34,2024-01-26 00:00:00,2024-11-12 00:00:00,291,,,
BANK000231,GL000453,Payment to Cloud Services,GL Entry: Smith & Co,68.92,"[""amount_only_match""]",amount_only,38809.47,38778.39,31.08,2024-04-27 00:00:00,2024-10-05 00:00:00,161,,,
BANK000233,GL000315,Payment to Software House,GL Entry: SMITH AND CO,40.55,"[""amount_only_match""]",amount_only,34074.67,34015.22,59.45,2024-03-11 00:00:00,2024-11-08 00:00:00,242,,,
BANK000234,GL000030,Payment to Tech Solutions,GL Entry: ABC Inc,40.85,"[""amount_only_match""]",amount_only,31410.16,31469.31,59.15,2024-01-21 00:00:00,2024-03-03 00:00:00,42,,,
BANK000235,GL000216,Payment to XYZ Corp,GL Entry: TECH SOLUTIONS,80.99,"[""amount_only_match""]",amount_only,29020.73,29039.74,19.01,2024-03-08 00:00:00,2024-03-11 00:00:00,3,,,
BANK000236,GL000281,Payment to Global Services,GL Entry: Smith & Co,59.82,"[""amount_only_match""]",amount_only,37399.3,37439.48,40.18,2024-03-30 00:00:00,2024-01-05 00:00:00,85,,,
BANK000237,GL000258,Payment to Data Systems,GL Entry: Global Services,71.27,"[""amount_only_match""]",amount_only,43835.38,43864.11,28.73,2024-07-06 00:00:00,2024-02-26 00:00:00,131,,,
BANK000238,GL000310,Payment to Consulting Group,GL Entry: GLOBAL SERVICES INC,97.71,"[""amount_only_match""]",amount_only,41540.58,41542.87,2.29,2024-05-11 00:00:00,2024-06-05 00:00:00,25,,,
BANK000239,GL000562,Payment to Business Tools,GL Entry: Global Svcs,69.01,"[""amount_only_match""]",amount_only,37353.31,37384.3,30.99,2024-06-22 00:00:00,2024-05-19 00:00:00,34,,,
BANK000240,GL000465,Payment to Software House,GL Entry: Tech Solutions LLC,10.48,"[""amount_only_match""]",amount_only,7123.78,7213.3,89.52,2024-04-25 00:00:00,2024-02-11 00:00:00,74,,,
BANK000241,GL000242,Payment to Finance Partners,GL Entry: X Y Z Corp,80.01,"[""amount_only_match""]",amount_only,48366.76,48386.75,19.99,2024-10-12 00:00:00,2024-07-26 00:00:00,78,,,
BANK000242,GL000140,Payment to Data Systems,GL Entry: Global Svcs,96.42,"[""amount_only_match""]",amount_only,19789.27,19792.85,3.58,2024-05-15 00:00:00,2024-02-29 00:00:00,76,,,
BANK000243,GL000674,Payment to Tech Solutions,GL Entry: XYZ Corp,22.99,"[""amount_only_match""]",amount_only,33674.14,33597.13,77.01,2024-12-10 00:00:00,2024-07-16 00:00:00,147,,,
BANK000244,GL000486,Payment to Software House,GL Entry: XYZ Corp,64.38,"[""amount_only_match""]",amount_only,47020.57,46984.95,35.62,2024-02-25 00:00:00,2024-05-07 00:00:00,72,,,
BANK000245,GL000571,Payment to Finance Partners,GL Entry: ABC Inc.,65.36,"[""amount_only_match""]",amount_only,31015.39,30980.75,34.64,2024-10-14 00:00:00,2024-04-24 00:00:00,173,,,
BANK000246,GL000848,Payment to Consulting Group,GL Entry: XYZ Corp,45.69,"[""amount_only_match""]",amount_only,32417.85,32363.54,54.31,2024-11-21 00:00:00,2024-05-15 00:00:00,190,,,
BANK000247,GL000408,Payment to Smith & Co,GL Entry: Smith & Co,73.26,"[""amount_only_match""]",amount_only,32497.05,32523.79,26.74,2024-02-29 00:00:00,2024-07-15 00:00:00,137,,,
BANK000248,GL000001,Payment to XYZ Corp,GL Entry: SMITH AND CO,33.15,"[""amount_only_match""]",amount_only,1956.89,2023.74,66.85,2024-09-09 00:00:00,2024-03-14 00:00:00,179,,,
BANK000249,GL000065,Payment to Audit Solutions,GL Entry: X Y Z Corp,74.66,"[""amount_only_match""]",amount_only,44374.24,44348.9,25.34,2024-03-10 00:00:00,2024-09-13 00:00:00,187,,,
BANK000250,GL000386,Payment to Data Systems,GL Entry: GLOBAL SERVICES INC,18.87,"[""amount_only_match""]",amount_only,47474.1,47555.23,81.13,2024-12-22 00:00:00,2024-01-17 00:00:00,340,,,
BANK000251,GL000269,Payment to XYZ Corp,GL Entry: Tech Solutions LLC,83.15,"[""amount_only_match""]",amount_only,44282.15,44299.0,16.85,2024-12-01 00:00:00,2024-08-29 00:00:00,94,,,
BANK000252,GL000214,Payment to ABC Inc,GL Entry: A B C Inc,80.36,"[""amount_only_match""]",amount_only,20464.98,20445.34,19.64,2024-05-23 00:00:00,2024-11-17 00:00:00,178,,,
BANK000253,GL000838,Payment to Finance Partners,GL Entry: TS Inc,44.07,"[""amount_only_match""]",amount_only,22224.82,22168.89,55.93,2024-04-30 00:00:00,2024-10-01 00:00:00,154,,,
BANK000254,GL000164,Payment to Software House,GL Entry: Global Services Inc,46.9,"[""amount_only_match""]",amount_only,34315.45,34368.55,53.1,2024-10-05 00:00:00,2024-12-08 00:00:00,64,,,
BANK000255,GL000769,Payment to Consulting Group,GL Entry: A B C Inc,66.11,"[""amount_only_match""]",amount_only,13866.48,13900.37,33.89,2024-03-03 00:00:00,2024-07-14 00:00:00,133,,,
BANK000256,GL000165,Payment to Cloud Services,GL Entry: Global Services,70.08,"[""amount_only_match""]",amount_only,10684.08,10654.16,29.92,2024-11-23 00:00:00,2024-07-27 00:00:00,119,,,
BANK000257,GL000538,Payment to Smith & Co,GL Entry: SMITH AND CO,63.96,"[""amount_only_match""]",amount_only,39361.05,39397.09,36.04,2024-05-04 00:00:00,2024-03-21 00:00:00,44,,,
BANK000258,GL000255,Payment to Global Services,GL Entry: ABC Inc,70.16,"[""amount_only_match""]",amount_only,3523.65,3553.49,29.84,2024-10-10 00:00:00,2024-04-15 00:00:00,178,,,
BANK000259,GL000053,Payment to Business Tools,GL Entry: ABC Inc,90.85,"[""amount_only_match""]",amount_only,16495.12,16485.97,9.15,2024-03-16 00:00:00,2024-06-12 00:00:00,88,,,
BANK000260,GL000797,Payment to Smith & Co,GL Entry: SMITH CO,11.29,"[""amount_only_match""]",amount_only,13936.01,14024.72,88.71,2024-03-15 00:00:00,2024-07-24 00:00:00,131,,,
BANK000261,GL000344,Payment to Smith & Co,GL Entry: GLOBAL SERVICES INC,96.08,"[""amount_only_match""]",amount_only,5585.32,5581.4,3.92,2024-01-14 00:00:00,2024-06-02 00:00:00,140,,,
BANK000262,GL000329,Payment to Cloud Services,GL Entry: X Y Z Corp,94.6,"[""amount_only_match""]",amount_only,39520.23,39525.63,5.4,2024-05-01 00:00:00,2024-07-20 00:00:00,80,,,
BANK000263,GL001189,Payment to Digital Agency,GL Entry: TECH SOLUTIONS,72.63,"[""amount_only_match""]",amount_only,13341.84,13369.21,27.37,2024-03-05 00:00:00,2024-02-26 00:00:00,8,,,
BANK000264,GL000326,Payment to Consulting Group,GL Entry: XYZ Corporation,9.77,"[""amount_only_match""]",amount_only,37308.7,37218.47,90.23,2024-08-31 00:00:00,2024-12-06 00:00:00,97,,,
BANK000265,GL000435,Payment to Data Systems,GL Entry: Global Services,8.85,"[""amount_only_match""]",amount_only,29723.93,29632.78,91.15,2024-08-19 00:00:00,2024-03-20 00:00:00,152,,,
BANK000266,GL000226,Payment to Data Systems,GL Entry: SMITH CO,18.38,"[""amount_only_match""]",amount_only,2263.92,2182.3,81.62,2024-12-03 00:00:00,2024-05-06 00:00:00,211,,,
BANK000267,GL000250,Payment to Consulting Group,GL Entry: XYZ CORP,91.14,"[""amount_only_match""]",amount_only,48204.91,48196.05,8.86,2024-02-01 00:00:00,2024-01-27 00:00:00,5,,,
BANK000268,GL000192,Payment to Digital Agency,GL Entry: GLOBAL SERVICES INC,62.71,"[""amount_only_match""]",amount_only,34336.27,34298.98,37.29,2024-09-08 00:00:00,2024-05-06 00:00:00,125,,,
BANK000269,GL000470,Payment to Cloud Services,GL Entry: ABC Inc.,60.61,"[""amount_only_match""]",amount_only,44973.41,44934.02,39.39,2024-06-13 00:00:00,2024-06-12 00:00:00,1,,,
BANK000271,GL000420,Payment to Data Systems,GL Entry: Smith Co.,50.13,"[""amount_only_match""]",amount_only,19107.13,19157.0,49.87,2024-11-01 00:00:00,2024-02-28 00:00:00,247,,,
BANK000273,GL000205,Payment to Digital Agency,GL Entry: ABC Inc,3.18,"[""amount_only_match""]",amount_only,32580.74,32677.56,96.82,2024-10-09 00:00:00,2024-02-13 00:00:00,239,,,
BANK000274,GL000794,Payment to Audit Solutions,GL Entry: Smith & Company,73.59,"[""amount_only_match""]",amount_only,22632.59,22659.0,26.41,2024-04-26 00:00:00,2024-04-08 00:00:00,18,,,
BANK000275,GL000273,Payment to Finance Partners,GL Entry: Global Svcs,80.9,"[""amount_only_match""]",amount_only,19996.64,20015.74,19.1,2024-02-18 00:00:00,2024-09-27 00:00:00,222,,,
BANK000276,GL000300,Payment to Software House,GL Entry: XYZ Corp,68.69,"[""amount_only_match""]",amount_only,12819.0,12787.69,31.31,2024-03-19 00:00:00,2024-08-15 00:00:00,149,,,
