transaction_id,vendor,amount,source,date,historical_transaction_count,historical_amounts,anomaly_type
GL000497,smith,2996.11,gl,2024-03-08 00:00:00,52,"[503.29, 719.76, 1475.88, 2080.6, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04, 5201.35]",amount_not_seen_in_6_months
GL000601,abc,26650.04,gl,2024-03-08 00:00:00,43,"[1815.94, 1865.79, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4, 12560.73]",amount_not_seen_in_6_months
GL000947,x y z,8998.95,gl,2024-03-08 00:00:00,6,"[362.04, 4153.37, 9367.05, 23845.03, 33525.24, 35501.43]",amount_not_seen_in_6_months
GL001050,global svcs,49824.03,gl,2024-03-08 00:00:00,12,"[4025.65, 5345.39, 15224.8, 19792.85, 21038.0, 21200.94, 26864.83, 28582.66, 32200.4, 34315.0]",amount_not_seen_in_6_months
BANK000071,tech solutions,5268.97,bank,2024-03-09 00:00:00,38,"[290.4, 2638.88, 3308.71, 3671.57, 4163.17, 6350.22, 7213.3, 8718.6, 9719.46, 10471.11]",amount_not_seen_in_6_months
BANK000655,software house,6942.75,bank,2024-03-09 00:00:00,13,"[1787.81, 7062.94, 7082.48, 15068.73, 17913.01, 18174.92, 18256.89, 19907.42, 29736.81, 39603.93]",amount_not_seen_in_6_months
GL000414,tech solutions,48868.64,gl,2024-03-09 00:00:00,38,"[290.4, 2638.88, 3308.71, 3671.57, 4163.17, 6350.22, 7213.3, 8718.6, 9719.46, 10471.11]",amount_not_seen_in_6_months
GL000778,xyz,11607.0,gl,2024-03-09 00:00:00,59,"[839.89, 1462.42, 1922.67, 4078.89, 4195.33, 4652.12, 6575.58, 6733.37, 8393.58, 12109.25]",amount_not_seen_in_6_months
BANK000249,audit solutions,44374.24,bank,2024-03-10 00:00:00,14,"[508.05, 2506.93, 4114.05, 9179.96, 11452.89, 22120.17, 23865.49, 24918.78, 28957.73, 34677.51]",amount_not_seen_in_6_months
BANK000370,xyz,31623.62,bank,2024-03-10 00:00:00,60,"[839.89, 1462.42, 1922.67, 4078.89, 4195.33, 4652.12, 6575.58, 6733.37, 8393.58, 11607.0]",amount_not_seen_in_6_months
BANK000747,smith,15158.08,bank,2024-03-10 00:00:00,53,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
GL000747,tech solutions,29216.94,gl,2024-03-10 00:00:00,40,"[290.4, 2638.88, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6, 9719.46]",amount_not_seen_in_6_months
GL000755,abc,46654.62,gl,2024-03-10 00:00:00,44,"[1815.94, 1865.79, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4, 12560.73]",amount_not_seen_in_6_months
GL000874,xyz,2469.18,gl,2024-03-10 00:00:00,60,"[839.89, 1462.42, 1922.67, 4078.89, 4195.33, 4652.12, 6575.58, 6733.37, 8393.58, 11607.0]",amount_not_seen_in_6_months
BANK000233,software house,34074.67,bank,2024-03-11 00:00:00,14,"[1787.81, 6942.75, 7062.94, 7082.48, 15068.73, 17913.01, 18174.92, 18256.89, 19907.42, 29736.81]",amount_not_seen_in_6_months
BANK000535,software house,418.55,bank,2024-03-11 00:00:00,14,"[1787.81, 6942.75, 7062.94, 7082.48, 15068.73, 17913.01, 18174.92, 18256.89, 19907.42, 29736.81]",amount_not_seen_in_6_months
BANK000837,global services,42726.56,bank,2024-03-11 00:00:00,34,"[2297.49, 4387.09, 7452.96, 12593.36, 14519.63, 15229.08, 16281.71, 19988.73, 20118.12, 21805.65]",amount_not_seen_in_6_months
GL000216,tech solutions,29039.74,gl,2024-03-11 00:00:00,41,"[290.4, 2638.88, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6, 9719.46]",amount_not_seen_in_6_months
GL000505,abc,16207.52,gl,2024-03-11 00:00:00,45,"[1815.94, 1865.79, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4, 12560.73]",amount_not_seen_in_6_months
GL000857,abc,37888.4,gl,2024-03-11 00:00:00,45,"[1815.94, 1865.79, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4, 12560.73]",amount_not_seen_in_6_months
BANK000555,business tools,19253.93,bank,2024-03-12 00:00:00,20,"[8216.56, 11288.69, 13399.7, 16186.83, 23722.65, 24350.92, 25525.36, 25916.26, 26032.44, 26435.8]",amount_not_seen_in_6_months
BANK000717,xyz,5185.18,bank,2024-03-12 00:00:00,62,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 6575.58, 6733.37, 8393.58]",amount_not_seen_in_6_months
BANK000998,consulting group,429.22,bank,2024-03-12 00:00:00,15,"[7703.88, 9138.68, 13866.48, 14207.07, 16666.54, 17313.87, 22909.97, 34254.76, 40873.45, 42501.91]",amount_not_seen_in_6_months
GL000022,smith,22197.31,gl,2024-03-12 00:00:00,54,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
GL000417,global services,17141.99,gl,2024-03-12 00:00:00,35,"[2297.49, 4387.09, 7452.96, 12593.36, 14519.63, 15229.08, 16281.71, 19988.73, 20118.12, 21805.65]",amount_not_seen_in_6_months
GL000645,global svcs,11991.22,gl,2024-03-12 00:00:00,13,"[4025.65, 5345.39, 15224.8, 19792.85, 21038.0, 21200.94, 26864.83, 28582.66, 32200.4, 34315.0]",amount_not_seen_in_6_months
BANK000635,cloud services,19695.77,bank,2024-03-13 00:00:00,13,"[5113.21, 8582.18, 10638.39, 17760.32, 18663.47, 22977.06, 28474.61, 28923.96, 32385.29, 33614.49]",amount_not_seen_in_6_months
BANK000701,digital agency,48630.71,bank,2024-03-13 00:00:00,12,"[6454.68, 13341.84, 17589.01, 27771.58, 30225.93, 32007.4, 32461.38, 32783.18, 40856.04, 43653.6]",amount_not_seen_in_6_months
BANK000754,finance partners,46840.72,bank,2024-03-13 00:00:00,12,"[2371.29, 3463.28, 5494.42, 11683.99, 13714.57, 15057.64, 15059.55, 18296.11, 19996.64, 25797.51]",amount_not_seen_in_6_months
BANK000967,smith,42587.8,bank,2024-03-13 00:00:00,55,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
GL000106,global svcs,3471.66,gl,2024-03-13 00:00:00,14,"[4025.65, 5345.39, 11991.22, 15224.8, 19792.85, 21038.0, 21200.94, 26864.83, 28582.66, 32200.4]",amount_not_seen_in_6_months
GL000155,global services,9104.39,gl,2024-03-13 00:00:00,36,"[2297.49, 4387.09, 7452.96, 12593.36, 14519.63, 15229.08, 16281.71, 17141.99, 19988.73, 20118.12]",amount_not_seen_in_6_months
GL000380,abc,4634.23,gl,2024-03-13 00:00:00,47,"[1815.94, 1865.79, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4, 12560.73]",amount_not_seen_in_6_months
GL000431,abc,27818.75,gl,2024-03-13 00:00:00,47,"[1815.94, 1865.79, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4, 12560.73]",amount_not_seen_in_6_months
GL000749,xyz,25136.81,gl,2024-03-13 00:00:00,63,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000925,xyz,41081.79,gl,2024-03-13 00:00:00,63,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL001008,global services,12024.83,gl,2024-03-13 00:00:00,36,"[2297.49, 4387.09, 7452.96, 12593.36, 14519.63, 15229.08, 16281.71, 17141.99, 19988.73, 20118.12]",amount_not_seen_in_6_months
BANK000507,software house,11921.51,bank,2024-03-14 00:00:00,16,"[418.55, 1787.81, 6942.75, 7062.94, 7082.48, 15068.73, 17913.01, 18174.92, 18256.89, 19907.42]",amount_not_seen_in_6_months
BANK000513,business tools,42891.31,bank,2024-03-14 00:00:00,21,"[8216.56, 11288.69, 13399.7, 16186.83, 19253.93, 23722.65, 24350.92, 25525.36, 25916.26, 26032.44]",amount_not_seen_in_6_months
BANK000552,business tools,10437.19,bank,2024-03-14 00:00:00,21,"[8216.56, 11288.69, 13399.7, 16186.83, 19253.93, 23722.65, 24350.92, 25525.36, 25916.26, 26032.44]",amount_not_seen_in_6_months
BANK000795,cloud services,13843.17,bank,2024-03-14 00:00:00,14,"[5113.21, 8582.18, 10638.39, 17760.32, 18663.47, 19695.77, 22977.06, 28474.61, 28923.96, 32385.29]",amount_not_seen_in_6_months
GL000001,smith and,2023.74,gl,2024-03-14 00:00:00,3,"[7452.57, 26795.0, 48119.5]",amount_not_seen_in_6_months
GL000154,global services,33360.1,gl,2024-03-14 00:00:00,38,"[2297.49, 4387.09, 7452.96, 9104.39, 12024.83, 12593.36, 14519.63, 15229.08, 16281.71, 17141.99]",amount_not_seen_in_6_months
GL000689,smith,33297.43,gl,2024-03-14 00:00:00,56,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
GL000806,smith,12958.51,gl,2024-03-14 00:00:00,56,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
BANK000260,smith,13936.01,bank,2024-03-15 00:00:00,58,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
BANK000353,smith,16830.99,bank,2024-03-15 00:00:00,58,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
BANK000922,abc,34201.18,bank,2024-03-15 00:00:00,49,"[1815.94, 1865.79, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4]",amount_not_seen_in_6_months
GL000130,xyz,9794.72,gl,2024-03-15 00:00:00,65,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000976,smith,2254.69,gl,2024-03-15 00:00:00,58,"[503.29, 719.76, 1475.88, 2080.6, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04, 5120.04]",amount_not_seen_in_6_months
BANK000079,audit solutions,29167.23,bank,2024-03-16 00:00:00,15,"[508.05, 2506.93, 4114.05, 9179.96, 11452.89, 22120.17, 23865.49, 24918.78, 28957.73, 34677.51]",amount_not_seen_in_6_months
BANK000259,business tools,16495.12,bank,2024-03-16 00:00:00,23,"[8216.56, 10437.19, 11288.69, 13399.7, 16186.83, 19253.93, 23722.65, 24350.92, 25525.36, 25916.26]",amount_not_seen_in_6_months
BANK000744,cloud services,3071.84,bank,2024-03-16 00:00:00,15,"[5113.21, 8582.18, 10638.39, 13843.17, 17760.32, 18663.47, 19695.77, 22977.06, 28474.61, 28923.96]",amount_not_seen_in_6_months
BANK000356,data systems,10861.17,bank,2024-03-17 00:00:00,15,"[316.45, 3389.0, 5440.12, 14838.02, 15095.0, 15606.43, 28619.64, 29265.91, 38561.23, 41549.57]",amount_not_seen_in_6_months
BANK000688,smith,18262.43,bank,2024-03-17 00:00:00,61,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
BANK000822,data systems,15009.68,bank,2024-03-17 00:00:00,15,"[316.45, 3389.0, 5440.12, 14838.02, 15095.0, 15606.43, 28619.64, 29265.91, 38561.23, 41549.57]",amount_not_seen_in_6_months
GL000051,xyz,46769.96,gl,2024-03-17 00:00:00,66,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000488,tech solutions,37049.22,gl,2024-03-17 00:00:00,42,"[290.4, 2638.88, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6, 9719.46]",amount_not_seen_in_6_months
GL000604,global svcs,45591.82,gl,2024-03-17 00:00:00,15,"[3471.66, 4025.65, 5345.39, 11991.22, 15224.8, 19792.85, 21038.0, 21200.94, 26864.83, 28582.66]",amount_not_seen_in_6_months
GL000729,smith,32563.41,gl,2024-03-17 00:00:00,61,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
GL000805,smith,43223.0,gl,2024-03-17 00:00:00,61,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
GL000867,xyz,36762.23,gl,2024-03-17 00:00:00,66,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000990,smith,43535.17,gl,2024-03-17 00:00:00,61,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
GL000700,x y z,20512.0,gl,2024-03-18 00:00:00,7,"[362.04, 4153.37, 8998.95, 9367.05, 23845.03, 33525.24, 35501.43]",amount_not_seen_in_6_months
GL000930,smith,34097.98,gl,2024-03-18 00:00:00,65,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
BANK000032,finance partners,30487.61,bank,2024-03-19 00:00:00,13,"[2371.29, 3463.28, 5494.42, 11683.99, 13714.57, 15057.64, 15059.55, 18296.11, 19996.64, 25797.51]",amount_not_seen_in_6_months
BANK000276,software house,12819.0,bank,2024-03-19 00:00:00,17,"[418.55, 1787.81, 6942.75, 7062.94, 7082.48, 11921.51, 15068.73, 17913.01, 18174.92, 18256.89]",amount_not_seen_in_6_months
BANK000312,business tools,8757.6,bank,2024-03-19 00:00:00,24,"[8216.56, 10437.19, 11288.69, 13399.7, 16186.83, 16495.12, 19253.93, 23722.65, 24350.92, 25525.36]",amount_not_seen_in_6_months
BANK000386,software house,1716.03,bank,2024-03-19 00:00:00,17,"[418.55, 1787.81, 6942.75, 7062.94, 7082.48, 11921.51, 15068.73, 17913.01, 18174.92, 18256.89]",amount_not_seen_in_6_months
BANK000562,audit solutions,4193.7,bank,2024-03-19 00:00:00,16,"[508.05, 2506.93, 4114.05, 9179.96, 11452.89, 22120.17, 23865.49, 24918.78, 28957.73, 29167.23]",amount_not_seen_in_6_months
BANK000974,cloud services,34703.56,bank,2024-03-19 00:00:00,16,"[3071.84, 5113.21, 8582.18, 10638.39, 13843.17, 17760.32, 18663.47, 19695.77, 22977.06, 28474.61]",amount_not_seen_in_6_months
GL000020,abc,46542.79,gl,2024-03-19 00:00:00,50,"[1815.94, 1865.79, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4]",amount_not_seen_in_6_months
GL000351,abc,48643.2,gl,2024-03-19 00:00:00,50,"[1815.94, 1865.79, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4]",amount_not_seen_in_6_months
GL000742,xyz,24437.07,gl,2024-03-19 00:00:00,68,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000768,global services,9933.66,gl,2024-03-19 00:00:00,39,"[2297.49, 4387.09, 7452.96, 9104.39, 12024.83, 12593.36, 14519.63, 15229.08, 16281.71, 17141.99]",amount_not_seen_in_6_months
GL001020,abc,2958.7,gl,2024-03-19 00:00:00,50,"[1815.94, 1865.79, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39, 9544.4]",amount_not_seen_in_6_months
GL001033,smith and,22677.32,gl,2024-03-19 00:00:00,4,"[2023.74, 7452.57, 26795.0, 48119.5]",amount_not_seen_in_6_months
GL001136,tech solutions,2792.87,gl,2024-03-19 00:00:00,43,"[290.4, 2638.88, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6, 9719.46]",amount_not_seen_in_6_months
BANK000072,tech solutions,37146.59,bank,2024-03-20 00:00:00,44,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6]",amount_not_seen_in_6_months
BANK000082,global services,48694.47,bank,2024-03-20 00:00:00,40,"[2297.49, 4387.09, 7452.96, 9104.39, 9933.66, 12024.83, 12593.36, 14519.63, 15229.08, 16281.71]",amount_not_seen_in_6_months
BANK000674,data systems,46054.15,bank,2024-03-20 00:00:00,17,"[316.45, 3389.0, 5440.12, 10861.17, 14838.02, 15009.68, 15095.0, 15606.43, 28619.64, 29265.91]",amount_not_seen_in_6_months
GL000111,tech solutions,42567.65,gl,2024-03-20 00:00:00,44,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6]",amount_not_seen_in_6_months
GL000239,global services,8309.37,gl,2024-03-20 00:00:00,40,"[2297.49, 4387.09, 7452.96, 9104.39, 9933.66, 12024.83, 12593.36, 14519.63, 15229.08, 16281.71]",amount_not_seen_in_6_months
GL000435,global services,29632.78,gl,2024-03-20 00:00:00,40,"[2297.49, 4387.09, 7452.96, 9104.39, 9933.66, 12024.83, 12593.36, 14519.63, 15229.08, 16281.71]",amount_not_seen_in_6_months
GL000608,smith and,27541.69,gl,2024-03-20 00:00:00,5,"[2023.74, 7452.57, 22677.32, 26795.0, 48119.5]",amount_not_seen_in_6_months
GL001097,tech solutions,20986.49,gl,2024-03-20 00:00:00,44,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6]",amount_not_seen_in_6_months
BANK000292,business tools,2725.18,bank,2024-03-21 00:00:00,25,"[8216.56, 8757.6, 10437.19, 11288.69, 13399.7, 16186.83, 16495.12, 19253.93, 23722.65, 24350.92]",amount_not_seen_in_6_months
BANK000414,consulting group,34461.82,bank,2024-03-21 00:00:00,16,"[429.22, 7703.88, 9138.68, 13866.48, 14207.07, 16666.54, 17313.87, 22909.97, 34254.76, 40873.45]",amount_not_seen_in_6_months
BANK000685,tech solutions,8427.38,bank,2024-03-21 00:00:00,47,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6]",amount_not_seen_in_6_months
BANK000961,data systems,1637.88,bank,2024-03-21 00:00:00,18,"[316.45, 3389.0, 5440.12, 10861.17, 14838.02, 15009.68, 15095.0, 15606.43, 28619.64, 29265.91]",amount_not_seen_in_6_months
GL000436,smith,18359.91,gl,2024-03-21 00:00:00,66,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
GL000538,smith and,39397.09,gl,2024-03-21 00:00:00,6,"[2023.74, 7452.57, 22677.32, 26795.0, 27541.69, 48119.5]",amount_not_seen_in_6_months
GL000559,tech solutions,14988.01,gl,2024-03-21 00:00:00,47,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8718.6]",amount_not_seen_in_6_months
BANK000734,xyz,49980.33,bank,2024-03-22 00:00:00,69,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000280,ts,8214.48,gl,2024-03-22 00:00:00,5,"[4691.18, 33579.47, 34061.72, 40349.69, 42382.49]",amount_not_seen_in_6_months
GL000468,xyz,22806.56,gl,2024-03-22 00:00:00,69,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000818,abc,18618.0,gl,2024-03-22 00:00:00,53,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
BANK000188,finance partners,33539.66,bank,2024-03-23 00:00:00,14,"[2371.29, 3463.28, 5494.42, 11683.99, 13714.57, 15057.64, 15059.55, 18296.11, 19996.64, 25797.51]",amount_not_seen_in_6_months
BANK000348,tech solutions,14324.64,bank,2024-03-23 00:00:00,49,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8427.38]",amount_not_seen_in_6_months
GL000141,smith,14026.21,gl,2024-03-23 00:00:00,67,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
GL000332,abc,20077.3,gl,2024-03-23 00:00:00,54,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
GL000498,global services,15492.64,gl,2024-03-23 00:00:00,43,"[2297.49, 4387.09, 7452.96, 8309.37, 9104.39, 9933.66, 12024.83, 12593.36, 14519.63, 15229.08]",amount_not_seen_in_6_months
GL000703,global services,34099.41,gl,2024-03-23 00:00:00,43,"[2297.49, 4387.09, 7452.96, 8309.37, 9104.39, 9933.66, 12024.83, 12593.36, 14519.63, 15229.08]",amount_not_seen_in_6_months
BANK000014,finance partners,41722.11,bank,2024-03-24 00:00:00,15,"[2371.29, 3463.28, 5494.42, 11683.99, 13714.57, 15057.64, 15059.55, 18296.11, 19996.64, 25797.51]",amount_not_seen_in_6_months
GL000136,xyz,31658.0,gl,2024-03-24 00:00:00,71,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
BANK000340,digital agency,40471.28,bank,2024-03-25 00:00:00,13,"[6454.68, 13341.84, 17589.01, 27771.58, 30225.93, 32007.4, 32461.38, 32783.18, 40856.04, 43653.6]",amount_not_seen_in_6_months
GL000514,smith,23514.86,gl,2024-03-25 00:00:00,68,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
GL000887,abc,25270.99,gl,2024-03-25 00:00:00,55,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
GL001107,global serv,10297.71,gl,2024-03-26 00:00:00,10,"[1569.37, 8584.32, 11261.41, 21802.1, 25561.08, 30092.29, 32112.05, 43951.0, 45706.43, 47224.62]",amount_not_seen_in_6_months
BANK000407,cloud services,25178.4,bank,2024-03-27 00:00:00,17,"[3071.84, 5113.21, 8582.18, 10638.39, 13843.17, 17760.32, 18663.47, 19695.77, 22977.06, 28474.61]",amount_not_seen_in_6_months
BANK000570,smith,34297.27,bank,2024-03-27 00:00:00,69,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
BANK000841,cloud services,38083.54,bank,2024-03-27 00:00:00,17,"[3071.84, 5113.21, 8582.18, 10638.39, 13843.17, 17760.32, 18663.47, 19695.77, 22977.06, 28474.61]",amount_not_seen_in_6_months
BANK000975,abc,47937.08,bank,2024-03-27 00:00:00,56,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
GL000359,abc,42788.14,gl,2024-03-27 00:00:00,56,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
GL001076,smith,21465.0,gl,2024-03-27 00:00:00,69,"[503.29, 719.76, 1475.88, 2080.6, 2254.69, 2996.11, 3438.0, 3964.59, 4167.41, 4209.04]",amount_not_seen_in_6_months
BANK000305,business tools,48313.36,bank,2024-03-28 00:00:00,26,"[2725.18, 8216.56, 8757.6, 10437.19, 11288.69, 13399.7, 16186.83, 16495.12, 19253.93, 23722.65]",amount_not_seen_in_6_months
BANK000615,data systems,46541.68,bank,2024-03-29 00:00:00,19,"[316.45, 1637.88, 3389.0, 5440.12, 10861.17, 14838.02, 15009.68, 15095.0, 15606.43, 28619.64]",amount_not_seen_in_6_months
BANK000724,finance partners,34192.32,bank,2024-03-29 00:00:00,16,"[2371.29, 3463.28, 5494.42, 11683.99, 13714.57, 15057.64, 15059.55, 18296.11, 19996.64, 25797.51]",amount_not_seen_in_6_months
BANK000908,digital agency,34621.7,bank,2024-03-29 00:00:00,14,"[6454.68, 13341.84, 17589.01, 27771.58, 30225.93, 32007.4, 32461.38, 32783.18, 40471.28, 40856.04]",amount_not_seen_in_6_months
GL000933,xyz,49983.34,gl,2024-03-29 00:00:00,72,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
BANK000099,cloud services,33898.17,bank,2024-03-30 00:00:00,19,"[3071.84, 5113.21, 8582.18, 10638.39, 13843.17, 17760.32, 18663.47, 19695.77, 22977.06, 25178.4]",amount_not_seen_in_6_months
BANK000185,consulting group,28854.72,bank,2024-03-30 00:00:00,17,"[429.22, 7703.88, 9138.68, 13866.48, 14207.07, 16666.54, 17313.87, 22909.97, 34254.76, 34461.82]",amount_not_seen_in_6_months
BANK000236,global services,37399.3,bank,2024-03-30 00:00:00,45,"[2297.49, 4387.09, 7452.96, 8309.37, 9104.39, 9933.66, 12024.83, 12593.36, 14519.63, 15229.08]",amount_not_seen_in_6_months
BANK000464,audit solutions,45670.16,bank,2024-03-30 00:00:00,17,"[508.05, 2506.93, 4114.05, 4193.7, 9179.96, 11452.89, 22120.17, 23865.49, 24918.78, 28957.73]",amount_not_seen_in_6_months
BANK000715,abc,15012.15,bank,2024-03-30 00:00:00,58,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
BANK000740,consulting group,27152.02,bank,2024-03-30 00:00:00,17,"[429.22, 7703.88, 9138.68, 13866.48, 14207.07, 16666.54, 17313.87, 22909.97, 34254.76, 34461.82]",amount_not_seen_in_6_months
BANK000750,audit solutions,29488.61,bank,2024-03-30 00:00:00,17,"[508.05, 2506.93, 4114.05, 4193.7, 9179.96, 11452.89, 22120.17, 23865.49, 24918.78, 28957.73]",amount_not_seen_in_6_months
GL000236,abc,7624.99,gl,2024-03-30 00:00:00,58,"[1815.94, 1865.79, 2958.7, 4634.23, 4650.84, 5479.93, 6354.58, 6634.81, 7294.54, 7721.39]",amount_not_seen_in_6_months
GL000602,xyz,17176.79,gl,2024-03-30 00:00:00,73,"[839.89, 1462.42, 1922.67, 2469.18, 4078.89, 4195.33, 4652.12, 5185.18, 6575.58, 6733.37]",amount_not_seen_in_6_months
GL000804,tech solutions,6640.68,gl,2024-03-30 00:00:00,50,"[290.4, 2638.88, 2792.87, 3308.71, 3671.57, 4163.17, 5268.97, 6350.22, 7213.3, 8427.38]",amount_not_seen_in_6_months
BANK000743,business tools,17103.88,bank,2024-03-31 00:00:00,27,"[2725.18, 8216.56, 8757.6, 10437.19, 11288.69, 13399.7, 16186.83, 16495.12, 19253.93, 23722.65]",amount_not_seen_in_6_months
